category,exam1_score,exam2_score,student_name
Category2,83,121,Kay Okuneva
Category1,28,190,Julian Bauch
Category2,40,139,Neil Mertz
Category1,17,104,Max Mills
Category2,17,139,Della Klein
Category1,43,156,Miss Rachael Feest
Category2,9,101,William Gleichner
Category1,58,166,Flora Greenholt
Category2,62,146,Peter Crooks
Category1,66,166,Roger Spinka
Category2,58,180,Leo Prosacco
Category1,83,119,Ella Ankunding DDS
Category2,40,154,Christy Schaden
Category1,60,136,Hannah Purdy
Category2,34,122,Dr. Jeremiah Spencer
Category1,60,123,Joseph Rogahn
Category2,86,102,Delores Bode
Category1,73,172,Cristina Reichel
Category2,52,142,Rufus Langosh
Category1,86,137,Dr. Edmund Reinger
Category2,98,143,Anna Murray
Category1,29,116,Freddie McGlynn
Category2,22,102,Noel Zemlak
Category1,43,129,Colleen Hagenes
Category2,62,124,Bobbie Renner
Category1,48,190,Naomi Considine
Category2,68,153,Rita Satterfield
Category1,1,111,Herman Conn
Category2,63,106,Mrs. Angelina McKenzie
Category1,50,186,April Marquardt MD
Category2,23,180,Rosie Dach
Category1,56,106,Marguerite Robel I
Category2,82,154,Lynette Veum
Category1,92,150,Mable Kozey
Category2,2,185,Craig Hamill
Category1,96,134,Jeanette Kutch
Category2,61,106,Carrie Schamberger
Category1,52,133,Clayton Franey I
Category2,18,114,Paulette Schiller
Category1,7,110,Jared Jenkins
Category2,79,130,Billie Raynor IV
Category1,50,182,Claire Hilll
Category2,9,194,Myrtle Rempel
Category1,49,136,Mae Sipes
Category2,7,131,Dr. Josh Kuhic
Category1,99,144,Dr. Sophia Baumbach V
Category2,10,112,Charles Gulgowski
Category1,40,183,Noah Gibson
Category2,88,173,Juanita Mayert
Category1,4,138,Annette Oberbrunner
Category2,57,168,Homer McCullough
Category1,76,184,Laurence Ruecker
Category2,71,127,Stella Kuphal
Category1,7,134,Michael Bauch
Category2,91,114,Gordon Altenwerth
Category1,45,136,Evelyn Flatley
Category2,29,117,Jay Steuber
Category1,2,135,Cristina Bartell MD
Category2,87,127,Don Nicolas
Category1,50,184,Paulette Kessler DVM
Category2,10,127,Kelly Hayes
Category1,53,134,Maggie Bashirian
Category2,62,140,Aubrey Feeney
Category1,75,102,Kim Moen
Category2,51,132,Bob Leannon MD
Category1,68,137,Clayton Sporer
Category2,5,179,Mr. Aaron Bahringer II
Category1,54,125,Dr. Lora Daugherty
Category2,40,130,Emma Rodriguez
Category1,31,129,Dennis Okuneva
Category2,96,134,Shelly Walsh
Category1,77,166,Tanya Nitzsche I
Category2,59,142,Luke Nitzsche
Category1,25,109,Beth Osinski
Category2,32,115,Theresa Jenkins
Category1,22,102,Doug Weber
Category2,13,173,Dr. Phil Schuppe
Category1,67,185,Sherry Gottlieb
Category2,67,180,Kelley Bergnaum IV
Category1,81,126,Marion Dickens
Category2,99,175,Raquel Douglas
Category1,27,101,Dr. Sheila Stokes
Category2,79,198,Bertha Daniel
Category1,38,156,Miss Brooke Blanda II
Category2,45,192,Dr. Reginald Brakus
Category1,79,110,Evelyn Herman
Category2,33,162,Vera Watsica
Category1,99,154,Mrs. Darlene Lebsack
Category2,13,175,Miss May Johns
Category1,97,153,Amber Morissette
Category2,60,123,Ms. Pat Hoppe
Category1,98,191,Megan Pfannerstill
Category2,80,138,Clark Kreiger
Category1,70,177,Maurice Metz
Category2,7,103,Ryan Brown
Category1,95,180,Nathaniel Morar
Category2,44,175,Cora Haley
Category1,50,160,Timothy Ratke
Category2,68,141,Percy Kris
Category1,70,148,Taylor Nicolas
Category2,52,180,Lorene Ledner
Category1,18,194,Velma Paucek
Category2,94,159,Ralph Swaniawski
Category1,75,138,Johnnie Bednar
Category2,43,137,Nelson Daniel PhD
Category1,4,197,Shawna Spencer
Category2,60,148,Ronnie McClure
Category1,97,119,Alison Schroeder
Category2,34,122,Charlene Heaney
Category1,98,195,Floyd Buckridge V
Category2,38,151,Melba Becker
Category1,2,200,Sherry Paucek
Category2,23,168,Erma Abbott
Category1,19,148,Marshall Price
Category2,49,127,Elena Gusikowski
Category1,9,153,Leona Kohler-Hessel
Category2,86,188,Arlene Padberg Sr.
Category1,28,165,Miguel Powlowski
Category2,45,126,Elbert Waelchi
Category1,63,120,Carrie Beahan
Category2,55,147,Shirley Durgan
Category1,62,134,Gail Kemmer-Stark
Category2,14,130,Jackie Osinski III
Category1,6,152,Stacey Cruickshank
Category2,6,165,Tamara Bednar
Category1,88,119,Glenn Ryan
Category2,15,189,Milton Russel
Category1,94,167,Shawna Rath
Category2,92,176,Irene Daugherty
Category1,43,183,Jody Towne
Category2,47,176,Sheri Harber-Bechtelar
Category1,87,138,Maureen Schmeler
Category2,42,139,Calvin Bernier
Category1,25,172,Heather Wunsch
Category2,11,199,Mr. Herman Brekke
Category1,10,163,Tiffany Donnelly
Category2,77,105,Leah Kiehn
Category1,28,180,Kristine Mayert
Category2,26,143,Tracey Bosco V
Category1,46,175,Lawrence Kassulke
Category2,17,127,Mr. Jonathan Stokes
Category1,62,200,Hattie Conn
Category2,84,169,Rudy Olson
Category1,74,119,Carroll Jacobi
Category2,63,165,Kelley Mohr
Category1,62,175,Ora Powlowski
Category2,62,129,Jeffrey Effertz
Category1,49,114,Leo Ankunding
Category2,36,199,Peggy Kuhic
Category1,55,103,Elaine Kris
Category2,24,151,Phil Ankunding
Category1,21,144,Yvette Swift
Category2,85,143,Dr. Marlon Bartoletti
Category1,85,130,Conrad Deckow
Category2,32,132,Kate Haley
Category1,21,139,Sheldon Jones
Category2,20,158,Leigh Mueller
Category1,82,124,Nina Kunde
Category2,37,163,Antonia Legros
Category1,65,138,Billy Emard
Category2,15,140,Anita Reichel
Category1,58,176,Ervin Moen I
Category2,38,116,Merle Spinka
Category1,63,112,Jasmine Murazik
Category2,50,134,Miss Eleanor Halvorson
Category1,65,108,Yolanda Schaefer
Category2,17,178,Dr. Steve Rogahn
Category1,63,117,Rufus Boyle
Category2,27,171,Shelley Cormier
Category1,8,125,Lyle White
Category2,61,157,Jan Langworth
Category1,58,177,Dallas Hackett Sr.
Category2,14,158,Dr. Fred Wilderman
Category1,38,165,Celia Cremin-Hudson
Category2,39,112,Malcolm Effertz
Category1,32,153,Brad Bosco-Homenick
Category2,25,117,Nina Crona-Langosh
Category1,1,165,Chris Stroman
Category2,81,136,Enrique Ferry Sr.
Category1,66,119,Dr. Spencer Cole Jr.
Category2,50,105,Bradford Moen Jr.
Category1,87,114,Chelsea Ziemann DVM
Category2,78,124,Seth Torphy
Category1,24,194,Darnell Stoltenberg
Category2,15,109,Dr. Neil Feil
Category1,61,140,Nelson Marquardt
Category2,61,124,Carla Prohaska
Category1,45,191,Dr. Edwin Lakin
Category2,58,159,Margie Hintz I
Category1,62,102,Juan Satterfield
Category2,7,166,Pearl Cormier
Category1,94,112,Mr. Harvey Donnelly
Category2,90,114,Annette Dickens
Category1,35,149,Rufus Reichel
Category2,69,183,Roberta Kreiger
Category1,98,194,Miss Priscilla Bechtelar
Category2,87,187,Katherine Hyatt
Category1,47,105,Louise Weber
Category2,80,160,Judy Bartoletti
Category1,69,111,Margarita Veum
Category2,46,190,Kristine Grant
Category1,5,105,Kyle Lueilwitz
Category2,7,141,Molly Murray
Category1,19,102,May Kozey
Category2,24,167,Johnnie Barton
Category1,88,119,Byron Wisoky
Category2,1,170,Jamie Flatley
Category1,83,105,Stephanie Schuppe
Category2,27,124,Cary Lang
Category1,18,190,Josh Jacobi
Category2,41,175,Dr. Elijah Kerluke
Category1,72,193,Clint Connelly
Category2,4,154,Edwin Larson MD
Category1,48,137,Nicolas Pollich
Category2,48,127,Charlie Von
Category1,16,188,Eileen Keeling
Category2,81,147,Larry Wyman
Category1,28,183,Belinda Nader
Category2,93,197,Kari Smith
Category1,59,143,Walter Hauck DVM
Category2,78,146,Blanche Monahan
Category1,82,130,Barbara Hodkiewicz
Category2,68,101,Warren Wyman
Category1,38,176,Rachel Fahey
Category2,100,125,Mindy Leffler
Category1,95,109,Jerry Heller
Category2,38,119,Mrs. Brandi Corkery
Category1,100,113,Sylvester Bartoletti
Category2,45,191,Joey Lindgren-Walker
Category1,92,142,Lora Cormier DDS
Category2,48,136,Andre Beatty MD
Category1,98,176,Edwin Nitzsche
Category2,42,186,Travis Schoen
Category1,24,169,Mr. Hugh Dibbert
Category2,2,180,Ada Beer
Category1,80,156,Angie Wisozk
Category2,2,163,Christine Daugherty
Category1,90,134,Judy Weissnat
Category2,50,145,Melba Ledner
Category1,10,123,Dr. Sherman Blick
Category2,79,128,Miss Silvia Kuhlman
Category1,99,129,Randolph Wiza
Category2,62,107,Dr. Grant Cummerata
Category1,56,174,Maggie Friesen V
Category2,3,162,Tyrone Lind
Category1,27,189,Isabel Purdy Jr.
Category2,67,170,Mr. Julio Rice
Category1,52,154,Jeffrey Johnson
Category2,50,160,Tanya Rath
Category1,70,183,Cindy Prosacco PhD
Category2,55,134,Rhonda Durgan
Category1,8,133,Mrs. Megan Windler
Category2,89,161,Fredrick Kiehn
Category1,71,114,Marie Schoen
Category2,70,124,Regina Smith
Category1,29,173,Kerry Hermann
Category2,20,147,Stuart O'Hara Jr.
Category1,84,194,Thelma Frami
Category2,47,116,Gladys Kunde
Category1,50,169,Dr. Dustin Nolan
Category2,34,179,Samuel Schaefer
Category1,2,128,Roberto Grimes V
Category2,7,141,Bobbie Nikolaus
Category1,40,170,Kelly Larkin IV
Category2,53,153,Omar Conn
Category1,22,142,Marian Gusikowski
Category2,9,168,Nichole Goodwin
Category1,55,168,Darren Batz
Category2,25,128,Sharon Gerlach
Category1,89,194,Mamie Sauer
Category2,61,123,May Tillman
Category1,26,178,Lena Hintz
Category2,34,147,Stuart Williamson II
Category1,38,186,Ms. Lucy Connelly
Category2,13,176,Betty Daniel Sr.
Category1,23,181,Jaime Zboncak
Category2,68,164,Pam Lehner PhD
Category1,42,157,Susan Littel
Category2,1,130,Gladys Lindgren
Category1,51,126,Patty Baumbach
Category2,28,199,Mamie Gottlieb III
Category1,58,126,Loren Okuneva
Category2,49,163,Jack Crist
Category1,67,186,Arlene Herzog
Category2,1,183,Jay Mayert
Category1,90,123,Ella Waters
Category2,98,175,Bill Schmitt
Category1,69,128,Lorraine Wiegand
Category2,75,125,Ida Schimmel
Category1,86,110,Wade Kirlin
Category2,76,185,Ida Breitenberg
Category1,67,157,Jesus Kuhic
Category2,10,142,Ronald Wilkinson MD
Category1,81,192,Stewart Herzog
Category2,82,185,Joyce Wolf
Category1,23,157,Geoffrey Fadel
Category2,56,141,Dr. Ryan Kihn
Category1,19,145,Randolph Kulas
Category2,1,163,Dr. Kay Mante
Category1,60,103,Brad Mann
Category2,95,172,Ramona Lang
Category1,4,191,Lowell Bergnaum
Category2,46,107,Gregory King
Category1,87,194,Janet Tremblay-Stanton
Category2,77,133,Monique Schmidt III
Category1,15,189,Jaime Stroman
Category2,15,190,Adrienne Legros
Category1,10,144,Dr. Leroy Smith Sr.
Category2,68,123,Ernesto Prohaska
Category1,45,174,Joyce Krajcik
Category2,25,173,Mark McClure
Category1,59,125,Carol Kiehn
Category2,73,191,Jennifer McCullough
Category1,13,158,Monique Kiehn-Keebler
Category2,3,134,Bernadette Zemlak
Category1,77,138,Stephen Streich-Champlin
Category2,21,103,Laura Batz
Category1,12,174,Delbert Kunze-Macejkovic
Category2,77,131,Patsy Marvin
Category1,14,182,Sherry Zieme
Category2,76,146,Fred Lueilwitz
Category1,32,166,Nichole Vandervort
Category2,57,102,Mr. Jose Kozey
Category1,80,122,Dianna Dicki
Category2,81,173,Tabitha Hintz DVM
Category1,8,160,Sadie Jenkins
Category2,79,103,Ismael Gislason
Category1,60,160,Marlene Kozey
Category2,50,170,Lee Franecki
Category1,94,170,Dr. Lucille Cronin
Category2,95,163,Mrs. Kelli Ondricka
Category1,37,199,Deborah Daniel
Category2,54,112,Silvia Hayes
Category1,12,158,Spencer Gulgowski Jr.
Category2,5,196,Shaun Boyer
Category1,39,127,Antonio Gerlach
Category2,86,120,Brian Turner-Ziemann
Category1,45,103,Holly Daniel
Category2,77,137,Billy Funk
Category1,95,149,Irvin Bechtelar
Category2,62,137,Priscilla Homenick
Category1,48,151,Brandi Pollich
Category2,45,185,Elena Kreiger
Category1,73,103,Isaac Nolan
Category2,29,113,Ella Brekke
Category1,43,177,Raul Senger
Category2,3,172,Vincent Lueilwitz
Category1,65,179,Patsy Collins DDS
Category2,38,182,Sonya Pfeffer
Category1,52,142,Mrs. Johanna O'Hara
Category2,82,183,Molly Hagenes
Category1,91,149,Johanna Langosh IV
Category2,78,185,Willard Ernser MD
Category1,11,138,Orville Roberts
Category2,8,137,Susan Jaskolski
Category1,40,105,Mrs. Crystal Sauer
Category2,32,104,Kimberly Rutherford
Category1,83,109,Fannie Frami
Category2,23,161,Gregg Nienow
Category1,41,171,Pete Thiel
Category2,97,167,Patty Yundt
Category1,45,108,Mrs. Della Weimann PhD
Category2,89,194,Cornelius Bogan
Category1,23,168,Marco Botsford
Category2,86,124,Mrs. Denise Wolf
Category1,62,159,Kate Carter
Category2,68,102,Tanya Conn
Category1,17,118,Kimberly Kessler
Category2,17,190,Dr. Kayla Dach
Category1,64,168,Kelly O'Connell
Category2,9,109,Benny Kassulke
Category1,72,101,Megan Homenick-Murazik III
Category2,49,192,Dr. Peggy Kohler
Category1,56,128,Christie Okuneva
Category2,19,172,Wm Larson
Category1,74,136,Dr. Greg Barrows
Category2,57,185,Mr. Randy Nolan
Category1,51,102,Ada Zboncak
Category2,14,150,Toni Wolff
Category1,67,158,Ollie Lindgren
Category2,29,150,Marcella Spencer IV
Category1,85,133,Shane Rice
Category2,34,108,Amelia Robel
Category1,49,181,Louis Tillman
Category2,16,144,Raymond Bartell
Category1,22,142,Clint Spencer
Category2,22,124,Mr. Robert Little-Torphy
Category1,64,187,Dianne Reinger
Category2,7,151,Jeannette Ortiz
Category1,32,186,Mrs. Marguerite White
Category2,47,152,Clarence Ryan
Category1,79,149,Gerard MacGyver
Category2,58,197,Dave Schimmel
Category1,90,104,Nina Marvin
Category2,23,170,Jessie Hansen
Category1,66,103,Mae Crona
Category2,74,117,Wilson Corwin
Category1,60,186,Vera D'Amore
Category2,98,102,Emmett Altenwerth I
Category1,46,168,Stella Reichert
Category2,93,197,Monique Mraz
Category1,42,135,Reginald Wiegand
Category2,79,188,Manuel Walter
Category1,55,199,Opal Cartwright
Category2,9,118,Doug Crist PhD
Category1,31,160,Miss Marion Nikolaus
Category2,93,103,Jon Heidenreich
Category1,4,167,Manuel Hilll
Category2,10,107,Carroll Flatley-Harvey
Category1,86,165,Walter Kassulke IV
Category2,69,136,Charlene Kling
Category1,30,124,Mr. Jeffery Blick
Category2,59,157,Victor Brakus
Category1,24,142,Dr. Wilbur Hirthe DVM
Category2,44,146,Nathan Bruen
Category1,96,104,Shirley Gerlach
Category2,56,166,Mrs. Diana Kihn
Category1,41,138,Shelly Kub-Luettgen
Category2,89,176,Miss Gwendolyn Legros
Category1,46,102,Karla Dickens
Category2,84,144,Michelle Barrows
Category1,21,116,Woodrow Wunsch
Category2,84,138,Roland Collins
Category1,12,105,Erick Dibbert
Category2,22,146,Darrel Wehner
Category1,29,195,Dr. Madeline Keebler Sr.
Category2,67,182,Francis Rippin
Category1,43,191,Elijah Cremin
Category2,46,159,Doug Armstrong Sr.
Category1,6,156,Jacquelyn Rosenbaum
Category2,40,183,Ruben McCullough IV
Category1,19,165,Meghan Ortiz Jr.
Category2,85,105,Ira Williamson
Category1,43,144,Howard Carter
Category2,6,181,Brendan Hoeger V
Category1,24,163,Marlon Corwin
Category2,11,135,Harry Ryan
Category1,37,136,Mr. Cameron Runolfsdottir
Category2,89,105,Isabel Bernier
Category1,60,103,Winston Ritchie
Category2,50,189,Darlene Wisoky-Gibson
Category1,46,127,Lori Robel-Stracke
Category2,57,200,Rafael Dietrich
Category1,76,119,Miss Jeannette McGlynn
Category2,8,161,Guy Murazik
Category1,90,175,Ken Bins
Category2,88,135,Joseph Wolff
Category1,95,198,Warren Mueller
Category2,10,139,Andy Streich Jr.
Category1,61,164,Mr. Jon Cummings
Category2,44,105,Mary Schowalter
Category1,57,107,Wendell DuBuque
Category2,30,135,Dr. Bridget Zboncak-Glover
Category1,23,120,Dr. Lester Kuhic II
Category2,85,156,Mr. Julius Abernathy
Category1,22,192,Megan Gutmann
Category2,83,105,Dr. Dominic Boehm
Category1,42,146,Ken Will
Category2,94,187,Arturo Pfeffer
Category1,23,146,Seth Weber
Category2,13,138,Horace Crooks
Category1,87,143,Audrey Koelpin
Category2,7,156,Marco Bins MD
Category1,29,122,Willis Gleichner
Category2,52,102,Irvin Schultz
Category1,56,114,David Hintz IV
Category2,91,188,Kelvin Huels Jr.
Category1,92,197,Clayton Stoltenberg DDS
Category2,99,154,Sabrina Swaniawski
Category1,37,143,Mr. Neil Bayer
Category2,93,110,Domingo Quigley-Altenwerth Jr.
Category1,83,154,Marcia Muller
Category2,52,176,Sidney Donnelly
Category1,70,193,Clifton Gerhold V
Category2,91,131,Antonia Nitzsche
Category1,25,165,Inez Sporer
Category2,96,168,Mr. Mike Hammes
Category1,20,156,Brandy Kerluke Jr.
Category2,84,179,Mrs. Norma Donnelly
Category1,61,112,Mr. Leroy Wintheiser
Category2,34,135,Maggie Kertzmann V
Category1,90,147,Aubrey Schaden
Category2,3,172,Miss Geraldine Kautzer-Kovacek
Category1,84,111,Miss Jamie White
Category2,16,145,Willis Senger Jr.
Category1,54,186,Mildred MacGyver
Category2,95,154,Joanna Streich
Category1,99,146,Mr. Darren Koss
Category2,88,119,Diane Smitham IV
Category1,89,112,Denise Wuckert
Category2,53,142,Anita Boyer-Schmidt
Category1,59,166,Pete Erdman
Category2,20,147,Israel Schiller III
Category1,97,172,Ruth Bashirian
Category2,30,150,Ashley Hauck-Vandervort
Category1,73,153,Ms. Yvette Powlowski
Category2,5,112,Leticia Blanda
Category1,32,142,Harold Nitzsche
Category2,35,164,Garry Lemke II
Category1,7,148,Jeanne Hessel
Category2,67,124,Hazel Turcotte
Category1,7,199,Emanuel Cormier
Category2,4,192,Heather Senger
Category1,58,170,Dr. Jonathan Parker
Category2,50,152,Sheldon Herman
Category1,49,148,Al Beatty
Category2,35,189,Dr. Ross Stokes
Category1,72,120,Bethany Dickinson DDS
Category2,54,181,Darlene Brakus
Category1,82,136,Merle Bergnaum
Category2,66,117,Dianne Lowe
Category1,72,189,Oliver Torp DVM
Category2,74,141,Raymond Hilpert
Category1,70,142,Dr. Darla Gorczany IV
Category2,10,110,Tami Carroll
Category1,87,166,Mr. Jim Price
Category2,34,192,Glenda Altenwerth
Category1,27,188,Clyde Gutmann-Moore
Category2,99,104,Sheila Fay
Category1,93,115,Lorenzo Steuber
Category2,66,144,Stewart Hettinger II
Category1,55,144,Armando Schmidt Jr.
Category2,45,140,Colin Spencer
Category1,71,121,Janet Carroll
Category2,10,165,Johnnie Hahn
Category1,62,151,Brett Rohan
Category2,45,174,Alfonso Gutkowski
Category1,2,166,Pat Bayer
Category2,4,136,Irvin Wyman-Runte
Category1,16,169,Sharon Flatley Sr.
Category2,100,195,Ruben Klocko
Category1,69,161,Taylor Feil
Category2,72,158,Charlotte Hansen IV
Category1,48,121,Jessica Heaney
Category2,64,190,Claudia Reichel
Category1,80,184,Lyle West
Category2,74,159,Marion Wilkinson
Category1,68,160,Dr. Rosa Wisoky
Category2,100,109,Camille Pfannerstill
Category1,55,184,Russell Cremin
Category2,33,179,Hope Smith
Category1,49,174,Mr. Douglas O'Hara
Category2,85,174,Marcos Mraz
Category1,82,144,Elijah Jacobi
Category2,10,127,Dr. Molly Kihn
Category1,30,126,Mr. Doug Morar
Category2,1,193,Joanne Rowe
Category1,28,141,Noel Kulas
Category2,41,120,Cheryl Little
Category1,21,144,Stewart Stroman
Category2,69,189,Nelson Waters
Category1,10,158,Guadalupe Waelchi
Category2,52,173,Angelica Gleason
Category1,47,166,Bill Miller
Category2,54,130,Aaron Maggio
Category1,46,157,Flora Cummerata
Category2,12,125,Valerie Wiegand
Category1,14,143,Claude Boyer
Category2,33,132,Danielle Bechtelar
Category1,1,106,Roy Wehner-Medhurst
Category2,35,117,Ralph Zulauf
Category1,43,145,Charlotte Klein
Category2,55,162,Owen Deckow
Category1,80,145,Candice Tillman
Category2,85,146,Neil Rau
Category1,63,116,Maryann Aufderhar
Category2,80,178,Jon Yundt
Category1,64,158,Mr. Wesley Lehner
Category2,33,145,Doug Hane
Category1,55,145,Dr. Phil Frami
Category2,4,188,Virgil Hoeger
Category1,42,147,Harold Wunsch
Category2,42,154,Willard Buckridge
Category1,33,130,Della Fisher
Category2,3,126,Mr. Chad Metz
Category1,99,174,Randall Hayes
Category2,81,101,Muriel Sauer
Category1,4,196,Stuart Rutherford
Category2,21,149,Lee Larkin
Category1,20,184,Mr. Lyle Stamm
Category2,89,104,Lauren Nolan
Category1,81,173,Shawn Beer
Category2,69,163,Christina Tromp
Category1,27,179,Julia Jacobs
Category2,4,197,Brendan Aufderhar
Category1,92,181,Joy Dare
Category2,41,175,Jake Tremblay
Category1,85,116,Melinda Crona
Category2,53,104,Jan Carter
Category1,70,149,Melba Heller
Category2,54,186,Dr. Franklin Heaney
Category1,1,179,Christina Kessler
Category2,18,117,Henry Stokes
Category1,49,132,Doris Schimmel
Category2,96,104,Yolanda Kuhn
Category1,98,190,Philip Hintz
Category2,39,154,Marjorie Blick
Category1,41,137,Sidney Rodriguez
Category2,59,130,Jasmine Sawayn
Category1,98,148,Miranda Herzog
Category2,24,195,Guadalupe Dietrich
Category1,51,191,Antonio McKenzie
Category2,72,182,Jennifer Lindgren Sr.
Category1,28,195,Dr. Meredith Crona
Category2,79,101,Brittany Emmerich
Category1,30,160,Rachael Hickle
Category2,9,157,Gertrude Gerhold
Category1,73,131,Johnny Herzog
Category2,99,104,Eula Johnson
Category1,28,121,Dr. Ricky O'Hara-DuBuque
Category2,67,110,Walter Goodwin
Category1,77,132,Walter Stokes
Category2,21,170,Judy Hickle
Category1,75,197,Ms. June King
Category2,46,167,Dr. Manuel Lebsack
Category1,27,131,Mr. Jamie Hartmann-Schmeler
Category2,98,119,Cecil Tillman
Category1,40,147,Cecilia Kertzmann
Category2,31,163,Archie Pouros
Category1,11,103,Curtis Schmitt
Category2,64,188,Robert Weimann
Category1,84,148,Cassandra Waelchi
Category2,92,151,Johnny Reichel Sr.
Category1,37,128,Suzanne Braun MD
Category2,86,162,Kay Denesik
Category1,5,125,Darlene Satterfield
Category2,7,143,Lillian Fadel
Category1,14,155,Ms. Rosemary Herzog
Category2,44,190,Billy Beier
Category1,90,132,Darrel Brown
Category2,77,116,Sonja Heller
Category1,17,143,Arthur Spencer-O'Reilly II
Category2,33,105,Salvador Roob
Category1,30,152,Betty MacGyver
Category2,81,178,Johanna Quitzon DDS
Category1,7,120,Wayne Braun
Category2,56,160,Willis Dare
Category1,18,107,Miss Dora Baumbach
Category2,30,153,Abraham Cummings
Category1,81,175,Ida Bayer
Category2,89,162,Guillermo Fritsch
Category1,59,129,Tracy Macejkovic-Braun
Category2,1,176,Michelle Abernathy Jr.
Category1,95,149,Nicole Yundt
Category2,34,188,Jo Gulgowski
Category1,87,185,Dominic Hills Sr.
Category2,79,134,Jerome Rogahn
Category1,9,166,Carl Collins DDS
Category2,64,199,Mack Pollich
Category1,15,190,Dr. Roger Mayert
Category2,11,183,Michelle O'Kon
Category1,50,116,Kathleen Johnson
Category2,5,113,Muriel Howell
Category1,13,150,Rodolfo Jacobs
Category2,71,168,Cary Jaskolski
Category1,20,186,Laurie Hartmann
Category2,43,181,Hector Powlowski
Category1,52,149,Jamie Gerlach Jr.
Category2,96,198,Blanche Armstrong
Category1,86,105,Tara Leannon
Category2,15,161,Leon Monahan
Category1,66,139,Brittany Rath
Category2,33,127,Lorene Mayer
Category1,54,136,Peter Cronin-White
Category2,21,124,Darlene Terry
Category1,44,193,Vicky Renner
Category2,63,121,Miss Kathryn Sanford
Category1,59,121,Mrs. Nettie Bergnaum
Category2,95,144,Jody Blick
Category1,76,157,Lauren Sanford
Category2,28,141,Angie Nicolas
Category1,16,190,Sammy Crona
Category2,99,196,George Stroman
Category1,59,182,Darrell Senger
Category2,2,119,Kimberly Renner
Category1,27,116,Robyn O'Connell
Category2,12,178,Doug Mills
Category1,75,188,Erin Klocko I
Category2,9,181,Beth Cartwright
Category1,40,112,Stuart Lockman
Category2,96,145,Dr. Martin Leannon II
Category1,3,107,Alejandro Jones
Category2,63,173,Alton Sporer DDS
Category1,50,120,Alejandro Feeney
Category2,68,195,Stewart Monahan
Category1,99,154,Joel Wilkinson-Price
Category2,20,137,Jacob Mann
Category1,91,199,Samuel Hamill
Category2,8,160,Miriam Yost
Category1,34,143,Russell Gleason
Category2,1,199,Miss Rachel Bahringer
Category1,16,109,Al Senger
Category2,64,115,Gerard Hirthe
Category1,73,188,Dr. Kelly Gerlach
Category2,100,173,Tami Mohr
Category1,85,168,Erika Johnson
Category2,23,133,Gene Corkery
Category1,36,121,Brad Wisozk
Category2,70,101,Jorge Senger
Category1,52,179,Kate Gusikowski
Category2,70,131,Rudolph Schumm
Category1,89,178,Jenny Barrows
Category2,31,181,Jermaine Bins
Category1,40,193,Myron Vandervort
Category2,72,153,Cory Kuvalis
Category1,40,117,Ross Kuvalis
Category2,77,101,Sarah Hills
Category1,13,123,Ms. Brandi Gulgowski
Category2,53,116,Mr. Brent Lubowitz
Category1,84,140,Angie Steuber
Category2,88,160,Hugh Dibbert
Category1,94,123,Marian Beer
Category2,3,185,Marlon Murphy V
Category1,99,128,Candace Mayer
Category2,84,120,Terrence Jacobs
Category1,26,139,Irene Goyette-Nolan
Category2,78,145,Nellie Lowe
Category1,55,140,Dr. Juanita Bechtelar
Category2,25,174,Dr. Leslie Predovic
Category1,71,154,Beatrice Morissette
Category2,70,200,Miss Elsa Koepp
Category1,65,109,Frank Medhurst
Category2,5,194,Garrett Champlin
Category1,25,170,Mable Cormier
Category2,30,117,Terry Harvey
Category1,45,199,Janet Emmerich
Category2,4,151,Verna Cremin
Category1,88,183,Noel Harvey
Category2,15,172,Mrs. Tracey Orn
Category1,92,161,Brad Kutch
Category2,32,109,Ernestine Wolff
Category1,59,135,Jamie Predovic DVM
Category2,80,151,Dr. Jeffrey Robel
Category1,42,131,Dawn Kreiger
Category2,18,123,Nellie Kiehn
Category1,42,119,Dr. Doug Cole
Category2,6,107,Stephanie VonRueden
Category1,4,184,Michele Hagenes-Hermann
Category2,58,163,Cary Bergnaum
Category1,22,176,Charlotte Pollich
Category2,44,184,Cindy Fay
Category1,61,189,Ryan Heaney
Category2,73,170,Alma Labadie Jr.
Category1,81,110,Justin Cassin
Category2,3,174,Blanca Effertz
Category1,51,128,Levi Daugherty
Category2,56,163,Darlene Waters
Category1,94,115,Anita Ferry
Category2,98,113,Jordan Ondricka
Category1,6,183,Nelson Lesch
Category2,29,109,Joey Conroy
Category1,21,176,Yvonne Braun
Category2,90,172,Donald Ankunding
Category1,11,146,Maxine Zulauf
Category2,97,186,Mrs. Maryann Windler
Category1,79,198,Nathaniel Corwin
Category2,50,189,Hilda Lindgren
Category1,48,106,Victoria Moore
Category2,97,200,Eleanor Ferry
Category1,13,162,Dr. Joy Pacocha
Category2,19,185,Duane Schaden
Category1,93,114,Nicolas Altenwerth
Category2,90,148,Mrs. Eloise Hintz
Category1,85,129,Nina Borer
Category2,46,121,Philip Kihn
Category1,91,194,Walter Reynolds
Category2,30,182,William Parisian
Category1,13,104,Peggy Bahringer
Category2,5,185,Eunice Fay
Category1,96,115,Regina McCullough
Category2,84,108,Peggy West
Category1,69,112,Damon Emard
Category2,96,132,Jeremiah Kilback
Category1,41,119,Ivan Gutkowski IV
Category2,20,163,Mr. Ramiro Torp
Category1,50,195,Anita Powlowski
